Gene_name,lof_hc_lc.obs,lof_hc_lc.oe,lof_hc_lc.mu,lof_hc_lc.pLI,lof_hc_lc.pNull,lof_hc_lc.pRec,mis.z_raw,syn.oe,syn.z_raw
FAM169A,118.0,3.12352,6.3591003e-06,12.11661,0.144349239447,0.7390614000000001,40.37967,14.25411,10.1892879
FAM170A,164.0,5.2051,4.486e-06,4.2334074e-05,0.636483,6.36347,-5.2098162,10.44006,-5.41053
FAM170B,58.0,2.123,6.492e-07,8.8614e-11,1.37202,0.62798,-4.1148,2.1056,-1.31406
FAM171A1,111.0,1.96105,4.07488e-06,5.25804,0.034719041989058,0.70723862,8.67318,6.05787,-0.1305499999999999
FAM171A2,60.0,1.5575899999999998,1.33362e-06,0.0080317999999999,0.0148936,2.97708,-5.125399999999999,5.30346,-8.9579
FAM171B,32.0,0.48268,1.732e-06,2.0,1.49666e-12,5.9964e-06,11.6408,1.90196,1.82904
FAM172A,584.0,25.59079,1.475337e-05,0.018433480922,4.58689,29.39465,5.7600050000000005,33.45273,15.37192
FAM174A,27.0,3.24,5.7645e-07,0.0009514199999999,1.06329,1.93575,0.80664,2.94663,0.52218
FAM174B,96.0,11.2235,1.354338e-06,0.001524467,4.23145,4.76703,-8.09435,8.72068,-4.750920000000001
FAM174C,34.0,4.00531,6.5678e-07,0.03441427286,1.530832,1.4347599999999998,-15.62946,4.8115000000000006,-15.075
FAM177A1,158.0,8.07905,1.942998e-06,0.1961390168448,3.14706,5.65679,-4.186227,14.61944,0.2328200000000004
FAM177B,123.0,13.61762,1.481678e-06,0.00676144,4.27519,8.71802,7.11898,14.51744,-1.6986399999999997
FAM178B,577.0,13.17243,6.64683e-06,3.191198001747697e-05,5.8174019999999995,9.182554,24.054862999999997,16.30022,-14.5379
FAM180A,52.0,3.54376,8.4788e-07,0.000255972,1.02112,2.97864,9.9215,4.4978,5.023499999999999
FAM180B,87.0,5.28711,1.35125e-06,4.44177e-06,2.41686,2.58314,7.765000000000001,5.628500000000001,-5.81195
FAM181A,86.0,4.49111,1.44572e-06,3.44665,0.1155005,7.43783,22.7959,11.8929,-11.83173
FAM181B,26.0,2.5524,2.4446e-07,8.0246e-06,1.12368,0.87632,-23.686,2.8774,-13.4478
FAM183A,93.0,5.60818,1.67003e-06,0.003518255,1.29103,5.70546,11.9715,7.29487,5.47161
FAM184A,675.0,9.81083,1.0282815e-05,0.605283400047252,0.7605506120000001,13.63419,39.24264,14.6735,19.003822
FAM184B,212.0,1.71704,2.4674e-06,1.20418e-30,0.6729,1.3271,-2.2156,2.1186,-2.6894
FAM185A,92.0,3.89863,1.7750499999999998e-06,0.00329744,0.349043,5.64766,39.259699999999995,5.66679,23.91441
FAM186A,987.0,5.23731,1.497874e-05,8.1502e-08,0.06867459,6.93132,72.3511,6.66348,39.72972
FAM186B,644.0,9.17795,6.45915e-06,2.0587300120640928e-06,1.559429,9.44057,47.479600000000005,10.50132,24.4341
FAM187A,44.0,1.42686,6.2391e-07,1.2064e-05,0.128443,1.87155,7.7888,2.0024,-0.034352
FAM187B,62.0,1.84624,9.0998e-07,3.2548e-10,0.82044,1.17956,3.6828,1.87156,1.8397
FAM189A1,230.0,6.22002,3.65236e-06,0.408580019668521,1.549735,6.04168,-3.68226,8.42257,-8.71245
FAM189A2,277.0,6.27924,9.61759e-06,1.1248154e-05,0.262393,8.7376,26.34,8.75325,18.37382
FAM189B,270.0,5.63378,8.34492e-06,8.18971634e-06,0.23673,7.76326,-2.5709300000000006,9.5494,-8.42296
FAM193A,329.0,3.24672,1.458866e-05,17.0,1.5687689687737402e-15,9.960901403400001e-08,55.2473,20.4238,-34.067
FAM193B,491.0,10.94722,2.127307e-05,0.71527884,0.21324201,21.07149,-25.484883,31.71518,-55.76578
FAM200A,133.0,2.90435,2.37443e-06,0.00014941,0.0207222,4.9791300000000005,17.9598,3.99502,16.0348
FAM200B,780.0,22.15511,1.1316302e-05,0.0610686912467395,8.18664,14.75229,27.057257,20.55716,40.192389
FAM204A,87.0,3.16284,2.37991e-06,0.0528498,0.0891258,5.85802,7.47565,5.92119,9.4983
FAM205A,58.0,0.63178,3.0232e-06,1.99984,1.91824e-12,0.0001503,18.9544,1.44802,12.3766
FAM207A,162.0,8.68929,2.27313e-06,7.5890704e-05,3.50362,5.49628,-9.517615,9.0171,-0.7053900000000001
FAM209A,22.0,1.1946,6.0846e-07,0.0121694,0.106946,1.88088,1.54012,1.4304,4.995
FAM209B,44.0,2.58071,1.23119e-06,9.4677e-05,0.6989099999999999,2.301,8.077399999999999,2.62048,3.4421999999999997
FAM20A,227.0,5.52782,8.08381e-06,0.0001521102106349,0.873453,6.12639,-9.29494,9.45965,-5.80669
FAM20B,102.0,3.49991,4.40277e-06,0.159848,0.1002686,6.739879999999999,23.2499,6.35473,7.771579999999999
FAM20C,273.0,9.06528,3.27882e-06,4.374222604124e-07,4.735094,3.264906,-44.2287,10.3633,-35.20773
FAM210A,95.0,4.42824,3.455254e-06,1.605073,0.1982458,8.19665,10.97605,10.0794,-0.7701169999999999
FAM210B,22.0,1.58168,5.373327000000001e-07,0.33174402,0.48191,2.18636,-6.766100000000001,4.7509,-9.0079
FAM214A,945.0,14.11855,3.6664764e-05,0.12791967245,0.9605230622,23.91155,60.84018,26.05335,14.98483
FAM214B,204.0,5.35052,1.208322e-05,8.1872,0.00354472,5.80928,24.9474,13.72498,4.1862
FAM216A,75.0,3.77907,1.89945e-06,0.001529695,0.691874,4.30659,-4.6857299999999995,6.00592,0.8291700000000004
FAM216B,50.0,2.7128,1.06776e-06,0.00487938,0.354492,3.64064,0.81172,3.47816,3.95712
FAM217A,444.0,12.25816,1.019572e-05,0.7056650456227062,2.882709,12.41162,18.9252,12.51838,47.5014
FAM217B,156.0,6.57512,3.708938e-06,0.00123566876,1.090542,6.90823,7.01274,7.23785,9.73967
FAM219A,85.0,3.95823,6.71533e-06,14.01793,0.0266553118,1.9554055,73.6661,14.71825,12.23893
FAM219B,188.0,10.6693,2.26392e-06,5.63555e-06,5.17399,4.8260000000000005,-70.911777,28.2134,-50.88109
FAM220A,51.0,3.45489,1.16865e-06,0.02311149318,1.15584,2.82105,-10.7669,4.2579,-2.32876
FAM221A,258.0,14.92654,2.50762e-06,0.00010384724,7.34972,6.65018,-14.194780000000002,18.0578,-18.0549
FAM221B,153.0,5.38305,3.313678e-06,0.0620094987038,1.02623,5.91176,13.41105,6.689579999999999,14.38054
FAM222A,45.0,2.50129,1.0168000000000002e-06,1.63706,0.083298,4.279669999999999,-1.4561100000000002,6.6548,-10.5913
FAM222B,283.0,13.81382,1.3575167e-05,15.06644,1.407089892,12.52639,1.4988700000000006,30.78177,-17.108629999999998
FAM227A,866.0,16.39429,1.441956e-05,8.969879712e-12,5.622688,13.37731,48.4792,16.37436,38.6474
FAM227B,883.0,52.4387,1.32855e-05,0.1081530068500267,31.66491,5.226984,-38.94246,46.81798,-70.28072
FAM228A,56.0,2.8891,1.45793e-06,0.00117238,0.444927,3.55391,1.93134,4.3886,4.82531
FAM228B,89.0,5.44548,1.2396540000000002e-06,0.04135305472,1.65352,4.30513,12.9887,6.6656,9.66219
FAM229A,20.0,4.478,2.28528e-07,0.051561028,1.25346,1.69498,-15.2043,4.8454,-11.747
FAM229B,5.0,0.78835,4.69805e-07,3.79245,0.0693,1.13825,4.87475,4.0433,5.528
FAM234A,725.0,21.70475,1.280744e-05,0.1246431380448441,4.817965,22.05742,-47.46787,34.38135,-44.0316
FAM234B,73.0,1.47855,2.45311e-06,0.04749426,0.01017475,2.94232,12.820900000000002,3.76444,3.44975
FAM237A,38.0,2.305,3.157e-07,1.0279e-07,1.23802,0.76198,-3.5208,2.1712,-1.51444
FAM240A,18.0,3.1642,1.93534e-07,0.000119614,1.08896,0.91092,1.02164,1.32438,2.4908
FAM240C,86.0,8.7014,9.639e-07,2.95694e-06,4.13308,1.86692,-13.9764,6.5844,-3.8667
FAM241A,10.0,1.13498,4.9772e-07,0.140294,0.19718,1.66252,0.2155,2.422,-2.7122
FAM241B,70.0,5.0349699999999995,2.92087e-06,0.0311385,0.95189,6.01697,14.9912,6.20688,6.43505
FAM24A,16.0,2.022,4.98e-07,0.56888,0.337316,3.0938,10.1172,3.64028,2.55744
FAM24B,12.0,1.99276,3.11132e-07,0.70836,0.389512,2.90212,7.3016,3.10992,5.7988
FAM25A,10.0,1.08364,2.8242e-07,0.17194,0.173568,1.6545,3.0672,1.76858,1.47654
FAM25C,6.0,1.28918,1.47826e-07,0.186324,0.3031,1.51058,7.263,1.48092,2.5594
FAM25G,2.0,1.0712,5.331e-08,0.4509,0.28652,1.26258,3.3652,0.90108,4.0102
FAM32A,50.0,4.2994900000000005,1.006809e-06,0.088128959,0.896876,5.015,0.97572,8.9126,-11.9767
FAM3B,150.0,6.64425,2.52094e-06,3.8688e-05,1.60576,6.3942,14.0894,7.26273,6.323779999999999
FAM3C,36.0,3.65603,1.018762e-06,0.985776,0.517055,5.49721,18.9391,7.28095,-0.8381
FAM3D,427.0,13.01404,1.106467e-05,0.000847704419,1.837347,15.16179,47.40851,19.2802,-11.20776
FAM43A,34.0,1.87118,3.4156e-07,4.8682e-06,0.66096,1.33902,-6.5938,2.7694,-11.6792
FAM43B,34.0,2.6468,2.5994e-07,1.51796e-07,1.40504,0.59496,-13.2484,2.4972,-6.4176
FAM47E,163.0,6.9724,2.36836e-06,0.0021089087064,2.02588,5.97201,17.0415,7.52815,3.67447
FAM47E-STBD1,74.0,2.44059,1.0707e-06,0.00080110122856,0.64228,2.3569199999999997,4.91248,6.91583,-4.4801899999999995
FAM50B,39.0,1.44977,7.2127e-07,2.67148,0.00405936,1.32447,23.6288,3.92812,1.05584
FAM53A,458.0,19.6008,6.6715599999999995e-06,5.198651133445e-06,13.48415,1.515853,-93.6543,20.4534,-74.3896
FAM53B,46.0,1.29629,2.33341e-06,3.7609,0.000193612,0.238889,18.8591,4.00765,-0.138847
FAM53C,74.0,2.60385,4.87976e-06,7.96669,0.0225158141,1.010805,33.9742,8.40163,6.647493000000001
FAM71A,40.0,1.31912,1.5299e-06,7.5858e-05,0.075772,1.92416,3.0468,1.97224,0.48586
FAM71B,52.0,1.37514,1.66048e-06,2.0332e-06,0.067922,1.93208,1.9281,1.77732,3.8526
FAM71C,18.0,1.11842,9.2602e-07,0.043758,0.103904,1.85234,0.6556,1.9137,0.93372
FAM71D,123.0,5.60776,2.66445e-06,0.05215643492,0.970892,5.97694,9.95137,11.64178,7.602835000000001
FAM71E1,135.0,6.9151,2.12983e-06,2.09993e-08,4.11956,1.88044,-12.2207088,10.39712,-15.54547
FAM71E2,150.0,1.932,2.3358e-06,8.329800000000002e-25,1.76202,0.23798,-2.63388,3.0,2.32401
FAM71F1,224.0,6.46887,3.93202e-06,0.00147589087266,1.493792,6.50474,27.3579,7.61675,26.9703
FAM71F2,408.0,20.25167,7.21246e-06,2.67373548e-05,9.42082,10.57916,-65.7205,29.548679999999997,-36.2636
FAM72A,16.0,2.30288,1.613503e-06,14.06094,0.2853422,3.65378,121.61425,2.693223,70.24776
FAM72B,20.0,3.32527,6.56532e-07,1.55569,0.610074,4.83426,20.33116,2.52818,19.7917453
FAM72C,5.0,2.79305,1.4886e-07,1.09045,0.73655,3.173,21.7235,0.0,12.827
FAM72D,0.0,0.0,1.279124e-07,2.67506,0.5866,2.73832,28.4484,0.27088,14.4726
FAM76A,316.0,10.58491,4.89849e-06,0.012176263678,2.3651299999999997,10.6227,43.9421,14.72461,-17.602814
FAM76B,135.0,4.0535499999999995,4.84222e-06,9.61818,0.0910251409999999,2.2907719999999996,24.144904,15.46339,-9.6939
FAM78A,47.0,3.0057699999999996,1.08385e-06,0.479327,0.250534,5.27014,22.2378,5.71384,2.86786
FAM78B,45.0,2.79921,9.14522e-07,0.138083,0.281006,4.58092,24.8389,8.17937,-1.5310479
FAM81A,272.0,10.21362,1.114914e-05,2.43848074,0.97764584,16.583849999999998,68.93639999999999,23.4373,-34.52126
FAM81B,369.0,8.8628,3.99835e-06,1.8846429521125721e-07,5.97798,3.0220200000000004,21.38933,13.38,4.634238
FAM83A,268.0,9.40347,3.74858e-06,0.000116204264,1.682273,10.31759,-8.37123,12.42248,-6.7528500000000005
FAM83B,336.0,4.06818,1.0743e-05,3.29802e-12,0.0138546,5.98614,1.428,5.69016,6.449999999999999
FAM83C,90.0,1.96928,1.58998e-06,2.264e-15,1.44128,0.55872,1.7656,2.0038,-0.078984
FAM83D,136.0,3.666,2.50811e-06,1.39720011587115e-05,2.058685,1.9413,0.0965799999999995,4.07466,-1.6588999999999998
FAM83E,174.0,6.06346,3.65987e-06,0.0139640038156796,3.92349,2.0625400000000003,-19.8841,7.2968,-17.8019
FAM83F,118.0,3.39828,2.10573e-06,4.321700036542e-10,2.45492,0.545082,3.02118,3.19441,-3.3716199999999996
FAM83G,160.0,3.48578,2.62548e-06,0.00014959406,0.2615492,4.7383,18.75356,4.91484,2.10126
FAM83H,135.0,2.48991,2.18721e-06,7.0386e-13,0.52248,2.47752,-42.446,5.4254,-37.8632
FAM86B1,0.0,0.0,9.24959e-07,12.20436,0.638894,5.1567,129.9283,4.434743,78.4181
FAM86B2,2.0,0.26802,4.4802e-07,1.69612,0.0127514,0.29112,19.81605,1.54511,15.8202
FAM89A,34.0,2.7274,5.156e-07,1.15934e-07,1.45068,0.54932,-11.0076,3.1052,-11.1144
FAM89B,54.0,6.59,6.8724e-07,0.00788559,2.034,3.95812,-27.285200000000003,8.4124,-22.7632
FAM8A1,66.0,3.77728,2.11221e-06,0.0430679332,0.851997,4.10492,-18.0898,6.9117,-13.9551
FAM90A1,223.0,8.04623,3.8341680000000005e-06,0.38997020728,2.8857,6.72433,-6.43118,10.23808,-4.6974
FAM90A23P,0.0,0.0,2.0683e-08,0.41814,0.095633,0.48622,2.4569,0.0,1.1656
FAM91A1,115.0,1.65145,4.07243e-06,4.9552,4.0605406e-07,0.044791,52.9384,7.0865599999999995,13.22331
FAM95C,0.0,0.0,0.0,0.0,0.0,0.0,0.45688,2.98812,-0.17649
FAM98A,105.0,2.79621,4.7143e-06,0.6338931,0.05123621,5.31487,2.806362,12.00053,-9.82583
FAM98B,93.0,3.8395,1.696696e-06,0.00419380198856,1.60266,2.39315,0.147264,3.74339,1.2345400000000002
FAM98C,208.0,9.344,2.85539e-06,2.2470877924e-08,6.07366,0.926342,-33.3289,10.6436,-22.53822
FAN1,1410.0,21.55473,2.2159970000000003e-05,0.0003782710000599,9.695393,14.3042,0.3493600000000004,29.34962,-3.342422
FANCA,1329.0,18.5898,1.111576e-05,6.042030900000355e-10,13.02787,0.972141341491822,-221.3678,37.2568,-121.0681
FANCC,814.0,17.07048,1.6497806e-05,0.0539936500168942,2.504413,19.44158,25.14194,27.4076,-24.16808
FANCD2,854.0,7.48189,1.6628688e-05,0.42572364,0.385860474,11.18845,52.17945,12.45503,34.3424
FANCD2OS,78.0,5.6266,9.16413e-07,0.00920498,1.27314,5.71763,3.4949399999999997,5.537,13.305180000000002
FANCE,271.0,5.20043,6.14634e-06,1.7909055e-07,0.3880238,6.61198,7.49124,7.27501,11.3799
FANCF,46.0,1.80728,3.1084e-07,1.19098e-07,0.6381,1.3619,-2.7344,2.3212,-4.7786
FANCG,166.0,2.71248,1.83956e-06,3.39710000028578e-10,1.1399,1.8601,15.4134,3.665,5.436604
FANCI,1431.0,11.87273,1.371727e-05,2.1014474,2.5106668,12.38788,-25.57744,19.43895,-21.6978
FANCL,742.0,23.68148,7.448800000000001e-06,4.5102008774890614e-05,16.93722,4.062715,-37.243991,24.28389,-34.42054
FANCM,866.0,10.51602,1.816895e-05,0.0505361150067313,0.115541324,16.83394,30.3124,17.2814,15.39206
FANK1,1433.0,35.41151,2.925865e-05,1.52781678866356e-05,23.63767,12.36232,72.35166,32.89079,35.78578
FAP,221.0,5.13969,3.953727e-06,0.581092519432,0.260568,7.15836,-0.6325000000000001,13.0135,-14.46317
FAR1,58.0,1.99234,2.78933e-06,3.031645,0.0859070399999999,1.882434,43.7638,4.62942,3.814237
FAR2,193.0,4.82766,8.06413e-06,14.16256,0.00068118552,0.8367753,88.39426999999999,19.1864,11.183308
FARP1,417.0,7.01722,1.119773e-05,1.8547235,0.39554444402,12.74972,18.20635,14.73737,1.30644
FARP2,868.0,20.26753,1.3835037e-05,0.0788086664349076,4.767186,16.15401,-14.67865,22.1061,1.69558
FARS2,542.0,14.51458,1.1419397e-05,0.308768976638,1.41808,18.27314,57.714,22.1468,-16.37699
FARSA,182.0,4.17307,6.84799e-06,0.51391352542,0.2459825,6.24011,13.515617,9.0387,-13.19817
FARSB,54.0,4.0008,1.7669e-06,0.034869,0.641378,5.32376,12.8207,5.91948,0.6174599999999999
FAS,108.0,3.1108,6.03549e-06,14.98082,4.1826437e-06,0.019196971,51.36158,19.32847,15.24635
FASLG,28.0,1.49694,1.46804e-06,2.18716,0.0532708999999999,1.75958,8.04382,3.71052,3.0632
FASN,214.0,2.32696,1.1723963e-05,5.23023,0.344256,2.42553,29.11282,9.15226,-36.73367
FASTK,394.0,8.13294,1.333371e-05,0.071251825,0.02629302,15.90245,61.599,17.31,-20.84047
FASTKD1,439.0,11.28964,1.083481e-05,0.0001544613561851,1.960658,12.0392,27.26888,13.39233,9.29692
FASTKD2,184.0,6.35348,3.81327e-06,0.000161409393,2.15981,4.84003,8.197277999999999,6.700609999999999,4.03769
FASTKD3,132.0,3.81675,2.61103e-06,0.012403100036735,0.954139,4.03346,10.05392,6.772550000000001,4.320468
FASTKD5,195.0,3.42055,4.6007e-06,8.892e-09,0.05685,4.94315,14.932,4.6196,7.243
FAT1,877.0,4.54739,2.049342e-05,0.48809895,0.0831306,8.42877,28.6008,11.20709,9.392169999999998
FAT2,1012.0,3.91403,2.6671e-05,0.0105170007902094,6.766800011720379e-05,7.98941,81.2185,7.1805,36.2376
FAT3,1057.0,4.0975399999999995,3.1267859999999996e-05,13.99239,1.39237319e-08,0.0076133340000025,89.4627,14.13747,-4.37394
FAT4,491.0,1.9022,2.2607e-05,7.0,2.09641e-30,6.64242000034517e-13,36.2993,6.62704,16.4879
FAU,2.0,0.157089,1.154721e-06,8.88391,0.0027854393,0.11331598,28.254579999999997,8.23384,5.78997
FAXC,45.0,1.564055,2.90191e-06,8.82283,0.00421445759872,0.17295655,48.1289,8.13264,9.01854
FAXDC2,227.0,8.08762,3.181453e-06,0.3397925824011092,4.477327,4.18289,18.817496,12.30004,3.67943
FBF1,491.0,6.09549,6.316080000000001e-06,0.07952462,4.61437,1.3061021,-5.222756,8.210529999999999,-7.60908
FBH1,585.0,5.26174,1.96888e-05,14.95523,7.85056629e-09,0.04481129,156.185,14.84578,3.27339
FBL,85.0,2.82649,7.68977e-06,10.04661,0.0019647874859999,0.95142517,47.592,11.7068,4.0138619
FBLIM1,606.0,25.36756,1.7748238e-05,0.7151767927,3.560143,29.72465,74.202439,33.1697,11.869916
FBLN1,321.0,5.7527,1.2871905e-05,9.66603,0.2414448770133,5.0925304,75.82422,18.12532,-2.74525
FBLN2,486.0,7.07743,1.0197174e-05,0.0501671,0.7223653999999999,8.22747,-1.6815800000000003,9.49647,-8.73481
FBLN5,240.0,4.57422,8.02551e-06,3.288244,0.041229186,7.67049,62.80114,12.7629,11.91378
FBLN7,367.0,10.37562,8.1382e-06,0.02026705760728,1.33977,12.63997,17.516769,14.8674,-11.91241
FBN1,54.0,0.152814,4.374182e-06,2.63778,0.038978,0.32325,77.9597,5.32332,14.572335
FBN2,413.0,1.99423,9.47981e-06,6.92844,1.83032e-05,0.07153900012024,44.7313,7.17974,-2.0951067
FBN3,3147.0,12.06406,3.655106e-05,0.00098495,0.242381073,15.7566,55.156,15.52168,13.33113
FBP1,150.0,5.6462699999999995,2.7386e-06,0.0010601402,1.21089,5.78805,37.6263,7.616339999999999,4.885183
FBP2,50.0,1.57422,9.8388e-07,3.0536e-07,0.25644,1.74356,2.7228,1.70814,3.8548
FBRS,81.0,1.48698,4.85115e-06,5.94838,1.85951124379e-05,0.0516117386,-33.2067,9.5483,-47.4054
FBRSL1,1088.0,16.7022,1.884167e-05,0.8563700407132067,0.4310496,23.71259,-228.2457,32.9268,-176.85334
FBXL12,323.0,21.33603,8.344385e-06,0.04231006208461,9.01283,10.94485,5.7117,28.25447,-20.711184
FBXL13,845.0,15.89601,2.144525e-05,0.01915293127217,0.4942729,22.48658,64.54875,20.4546,51.39985
FBXL14,34.0,1.5270199999999998,9.1998e-07,1.93074,0.0200173999999999,2.04924,28.977,4.773,-11.8328
FBXL15,171.0,10.77692,1.69069e-06,0.0735358953524499,5.369956,4.55652,-30.4764,13.8267,-44.8767
FBXL16,34.0,1.55362,1.78566e-06,4.09038,0.021802,0.887814,16.4364,6.8563,-28.160400000000003
FBXL17,176.0,6.094295000000001,4.7457900000000005e-06,1.289864,0.115506881297,11.59459296,-91.0991,19.862,-105.48414
FBXL18,287.0,7.68314,5.31592e-06,1.0861218532699998e-06,2.3538449999999997,6.64615,3.95456,11.9579,-39.6801
FBXL19,155.0,5.78005,1.261476e-05,8.4947449,0.4846368866999999,4.0206312,61.5162,15.79464,-44.56734
FBXL2,449.0,8.56408,2.16949e-05,0.018336672,0.0195321499999999,15.96212,120.29837,17.90286,22.06628
FBXL20,62.0,1.8751,5.816612e-06,8.49661,0.0379280540667,0.465463427,75.3448,8.33221,7.51193
FBXL22,118.0,14.1173,9.786849999999998e-07,0.7128020188543239,5.45397,5.833212,-53.2484,14.0502,-18.39164
FBXL3,55.0,1.99909,2.59614e-06,4.61175,0.0124013,1.375838,43.936800000000005,6.337000000000001,-3.86084
FBXL4,327.0,5.87244,9.04222e-06,3.1617266e-05,0.1067491,8.89319,29.0045,8.416,9.33495
FBXL5,199.0,4.63149,9.286213e-06,14.50675,0.132233011801581,2.3610073017,64.04057,16.81575,4.95571
FBXL6,196.0,4.1524,3.47272e-06,3.3004e-17,3.47922,0.52078,-23.8864,5.5296,-24.955
FBXL7,62.0,1.94707,2.77666e-06,6.81433,0.0001174684999999,0.1855402,32.3957,6.9610199999999995,0.652259
FBXL8,131.0,12.7205,1.239225e-06,0.0134909607100151,5.42454,2.561994,-22.55305,11.5117,-24.8079
FBXO10,178.0,3.09956,4.877783e-06,0.156297773,0.089001557,5.7547,41.5827,6.29154,11.69103
FBXO11,69.0,1.194748,8.244410000000001e-06,12.92004,0.0018085800000407,0.0781480153001563,148.3287,17.6519,-50.3109
FBXO15,308.0,7.88082,6.06589e-06,0.67905951604,0.52882389,11.79211,1.779790000000001,21.53225,-23.57291
FBXO16,133.0,4.35362,3.53742e-06,1.2094705686,0.3130067,6.4775100000000005,-0.818814,9.8411,-7.81862
FBXO17,203.0,6.4966,3.21042e-06,1.465500000001022e-07,4.472659999999999,0.5273344,-32.21639,8.49892,-15.5033
FBXO2,74.0,4.443899999999999,7.65192e-07,4.9516174122e-06,2.04558,0.95442,-15.7446,5.0174,-10.5922
FBXO21,244.0,3.79924,5.59684e-06,1.65862,0.0021316717,7.33924,74.2473,8.79516,2.40457
FBXO22,58.0,3.36623,2.323216e-06,2.787978,0.22080197,4.99124,15.73976,11.30269,-0.8647699999999996
FBXO24,365.0,6.6718,8.84569e-06,1.83191077,0.009424164,13.158679,78.57813,15.52638,10.202676
FBXO25,497.0,14.89185,7.20196e-06,0.3530200002358186,8.309136,7.33784,-64.17819,24.3224,-73.47674
FBXO27,171.0,8.2124,4.1195e-06,0.0061050630198688,4.77375,2.22014,-19.0428,9.34575,-23.543028999999997
FBXO28,28.0,1.57514,1.45306e-06,2.079112,0.1383429982,1.782544,10.7998,5.7871,-6.5389
FBXO3,119.0,3.29291,9.56931e-06,12.82695,0.002192214166,0.1708683,93.4762,12.93776,22.90004
FBXO30,105.0,1.70875,5.357e-06,4.9234,4.5336500000000006e-07,0.07658,33.082,4.67275,5.9505
FBXO31,88.0,2.31335,3.57882e-06,1.2114346,0.0497839,3.73877,7.3238,7.7151,-20.45594
FBXO32,59.0,1.87572,2.8277400000000003e-06,3.022,0.011201649,1.966802,26.9348,4.5978,4.59805
FBXO33,35.0,1.007568,1.677854e-06,1.460988,0.10498889,2.434013,1.749746,5.2132,-9.58872
FBXO34,288.0,5.54712,1.188264e-05,0.165048,0.0032782799999999,11.83164,41.2082,15.40055,10.82027
FBXO36,81.0,4.24923,1.70748e-06,0.00019540718,1.16171,3.83811,5.75384,4.32712,5.4086
FBXO38,540.0,5.5430399999999995,2.07683e-05,7.698712,4.260953e-07,6.301284,131.8346,11.82096,41.9172
FBXO39,44.0,1.14692,1.0188e-06,0.00037184,0.014748,1.98488,4.06397,3.65322,2.42366
FBXO4,213.0,7.40024,4.58982e-06,6.51224378e-06,1.73864,7.261340000000001,-7.412610000000001,13.8449,-24.704269
FBXO40,108.0,1.88112,1.62796e-06,1.5479e-17,1.3086,0.6914,1.578,2.009,-0.16574
FBXO41,302.0,5.575950000000001,9.28996e-06,0.132219588,0.01511383,9.85266,-23.14739,12.5145,-51.9846
FBXO42,57.0,1.16897,6.86934e-06,6.99356,8.81760899143379e-06,0.0064404182301,45.732,6.63663,6.3243
FBXO43,95.0,2.07807,2.84291e-06,6.92601,2.6087290000000003e-05,0.0739631,24.42508,8.046109999999999,0.3588112
FBXO44,530.0,17.3288,1.801354e-05,0.01244939618,1.196039,24.7915,43.13139,22.06121,46.9908
FBXO45,6.0,0.30584,1.01599e-06,2.9826,0.000108177,0.0173043,20.0808,3.0360899999999997,-1.7761999999999998
FBXO46,68.0,2.39239,3.0254839999999996e-06,2.28804,0.132744,4.57916,17.42003,8.5793,-23.86915
FBXO47,83.0,2.77649,2.3835299999999997e-06,0.01490906,0.0751517,4.90995,8.622399999999999,4.4909,5.57376
FBXO48,48.0,3.16652,1.07632e-06,0.00123392,0.69364,3.30512,2.97372,3.2598,5.9692
FBXO5,18.0,0.6300399999999999,2.25764e-06,3.99854,4.46548e-07,0.0014609,9.8442,4.026260000000001,-0.4019599999999999
FBXO6,213.0,5.36047,6.17495e-06,0.0004380029999999,0.0836573999999999,8.91591,12.66107,7.59934,17.78
FBXO7,229.0,6.60721,6.20172e-06,0.0227701486912,0.7193069999999999,8.25791,-2.494692,12.08063,-0.8903154399999995
FBXO8,63.0,2.78403,2.61688e-06,1.4556807,0.1162684,4.42805,31.0245,7.0220199999999995,-0.2612079999999999
FBXO9,146.0,6.385949999999999,6.75497e-06,1.4764204,0.4952102,11.02835,29.15838,10.998,15.96558
FBXW10,499.0,5.51562,1.07377e-05,5.786730200000001e-09,0.0025741979999999,8.99743,108.4433,6.52255,63.3667
FBXW11,178.0,3.55823,1.722949e-05,16.39439,0.0408000001457379,0.5648238281200001,226.68264,17.44803,27.11028
FBXW12,324.0,6.96796,6.4461e-06,2.867356116e-09,2.41104,5.58896,19.1755,6.74263,16.2094
FBXW2,168.0,4.20226,5.55477e-06,13.20708,0.00042933842,0.79250148,117.8678,13.59339,18.69802
FBXW4,179.0,4.25001,4.48845e-06,4.22401776e-05,0.2872341,5.71271,1.9375800000000003,6.52023,-7.8914
FBXW5,426.0,10.6081,3.12094e-06,4.5667286e-12,6.90973,0.090259946,-75.0975,13.7505,-69.3074
FBXW7,158.0,3.062491,1.813203e-05,25.5644,0.0120344372001839,0.4235366727475655,261.186,26.04188,0.2602420000000001
FBXW8,534.0,10.81764,6.64637e-06,1.4077424540652e-09,5.30029,6.6997100000000005,12.61455,11.67434,4.92534
FBXW9,153.0,2.83478,3.37671e-06,1.153959e-08,0.1323928,3.8676,4.6174,5.2768999999999995,-3.69638
FCAMR,399.0,8.37462,6.31699e-06,1.10428092107e-10,4.91308,4.08692,9.91521,10.17343,-5.97834
FCAR,438.0,16.86898,1.070249e-05,0.0003875037961,4.53113,15.46851,-25.85843,19.49361,16.31385
